2.394699999999999918e+01	2.445142306967593981e+01
2.561100000000000065e+01	2.656684084149663860e+01
2.159400000000000119e+01	2.369478867622446927e+01
2.354500000000000171e+01	2.494320424486794607e+01
2.144699999999999918e+01	2.073371605972737441e+01
2.318599999999999994e+01	2.303035505433031105e+01
2.458199999999999719e+01	2.262991711577246789e+01
2.782900000000000063e+01	2.525269295644588396e+01
2.363199999999999790e+01	2.258419361600351749e+01
1.922599999999999909e+01	1.999080027731990938e+01
2.548900000000000077e+01	2.192627975710364652e+01
2.361199999999999832e+01	2.358051797033781938e+01
2.204699999999999704e+01	2.497180560367548807e+01
2.641499999999999915e+01	2.347068903163389919e+01
2.084600000000000009e+01	2.323858000096207022e+01
2.082600000000000051e+01	2.093344933008321718e+01
2.631500000000000128e+01	2.307358092971562158e+01
2.796599999999999753e+01	2.642187658886332358e+01
2.055699999999999861e+01	2.371097216305369315e+01
2.268499999999999872e+01	2.237220842979306212e+01
1.858500000000000085e+01	2.042336545143798077e+01
2.325199999999999889e+01	2.324113540526347421e+01
2.838599999999999923e+01	2.532717880976988312e+01
2.035399999999999920e+01	2.145142446397367308e+01
2.062400000000000233e+01	2.067786771007376601e+01
1.999800000000000111e+01	2.045024324946492555e+01
2.370499999999999829e+01	2.323662128493001688e+01
2.557499999999999929e+01	2.496707825872384490e+01
2.248699999999999832e+01	2.563180352850762489e+01
2.091800000000000281e+01	2.351465778831394360e+01
2.266499999999999915e+01	2.416466647644591959e+01
2.416800000000000281e+01	2.272112165854982990e+01
2.135699999999999932e+01	2.179095420456149768e+01
2.389699999999999847e+01	2.274643102643486259e+01
2.649399999999999977e+01	2.392837037533387345e+01
1.953500000000000014e+01	2.065099836939322131e+01
2.891099999999999781e+01	2.378870708484893015e+01
2.161100000000000065e+01	2.313072611560171765e+01
2.487300000000000111e+01	2.381987554422454423e+01
2.318900000000000006e+01	2.319075875805470588e+01
1.526299999999999990e+01	2.048643999639740088e+01
2.579400000000000048e+01	2.378288916181379165e+01
2.372800000000000153e+01	2.406164848371877696e+01
2.636699999999999733e+01	2.374061212187072911e+01
2.833300000000000196e+01	2.459101220805228394e+01
2.021300000000000097e+01	2.312376062827187440e+01
2.620800000000000196e+01	2.416985783487794492e+01
2.371300000000000097e+01	2.167440576082323034e+01
2.441300000000000026e+01	2.477052839103077986e+01
2.014199999999999946e+01	1.985673454432301099e+01
2.435599999999999810e+01	2.248016932105593924e+01
2.253800000000000026e+01	2.319392431034159685e+01
2.504500000000000171e+01	2.343537575307018628e+01
1.932600000000000051e+01	2.058436196993771361e+01
2.152100000000000080e+01	2.060511369437991291e+01
2.417199999999999704e+01	2.144279715458083402e+01
2.399199999999999733e+01	2.213905132965241052e+01
2.672199999999999775e+01	2.545089464010455771e+01
2.361800000000000210e+01	2.354239775414737679e+01
2.172500000000000142e+01	2.174819675641399286e+01
2.484099999999999753e+01	2.464222077524485854e+01
2.065800000000000125e+01	2.253996141371575490e+01
2.436800000000000210e+01	2.245839667945796592e+01
2.411599999999999966e+01	2.006889492634282135e+01
2.484400000000000119e+01	2.451155509456948778e+01
1.805300000000000082e+01	1.998302255699992713e+01
2.313800000000000168e+01	2.423932059959503960e+01
2.202300000000000324e+01	2.170039272373264794e+01
2.474800000000000111e+01	2.134240380522614089e+01
1.805900000000000105e+01	2.093407748287812353e+01
1.945100000000000051e+01	2.128617654974343054e+01
2.528699999999999903e+01	2.334815879366380642e+01
2.373300000000000054e+01	2.086301057346909360e+01
1.965500000000000114e+01	2.137202449004132632e+01
2.323600000000000065e+01	2.360118746209986895e+01
2.161199999999999832e+01	2.037590977784430279e+01
2.324500000000000099e+01	2.165235953623116671e+01
2.512300000000000111e+01	2.519756658970032248e+01
2.428099999999999881e+01	2.266672848290365039e+01
2.460699999999999932e+01	2.270303383382918128e+01
2.296599999999999753e+01	2.387241189269670727e+01
2.669300000000000139e+01	2.342165213985440175e+01
1.754200000000000159e+01	1.985227053226523353e+01
2.728699999999999903e+01	2.458007983869106994e+01
2.008299999999999841e+01	2.388393995610536535e+01
2.273300000000000054e+01	2.167068996821072346e+01
2.348300000000000054e+01	2.154070003536832090e+01
1.908500000000000085e+01	2.217061535754956836e+01
2.042299999999999827e+01	1.902415779231087001e+01
1.770299999999999940e+01	2.109998424978962461e+01
2.446400000000000219e+01	2.303787215640982211e+01
2.079500000000000171e+01	2.112405554369545158e+01
2.045499999999999829e+01	2.230296172982063396e+01
2.303099999999999881e+01	2.365930776508648137e+01
2.027299999999999969e+01	1.902628405803974232e+01
2.471800000000000352e+01	2.323852848366545487e+01
2.222199999999999775e+01	2.220328757390363705e+01
1.849399999999999977e+01	2.339263513128918959e+01
2.084800000000000253e+01	2.122044009002794240e+01
2.144599999999999795e+01	2.195238085780038872e+01
1.887800000000000011e+01	2.107828594069383854e+01
2.531099999999999994e+01	2.473234580760654566e+01
1.686899999999999977e+01	1.895298732114764206e+01
2.787000000000000099e+01	2.502727834724598921e+01
2.105300000000000082e+01	2.024467170513363712e+01
1.494900000000000162e+01	1.689156297969358889e+01
1.839099999999999824e+01	1.873396709943057559e+01
2.517900000000000205e+01	2.399153326690741750e+01
2.152699999999999747e+01	2.037522188776680920e+01
2.382600000000000051e+01	2.526182770157810253e+01
1.800400000000000134e+01	2.333654094363124898e+01
2.367300000000000182e+01	2.313234160368931569e+01
2.236699999999999733e+01	2.129537951048916611e+01
2.438400000000000034e+01	2.061498450804928950e+01
2.370100000000000051e+01	2.163723018058893999e+01
2.302699999999999747e+01	2.331370249451397925e+01
2.306500000000000128e+01	2.290228069695201540e+01
2.296300000000000097e+01	2.317418690870257336e+01
2.526199999999999690e+01	2.222951486219635342e+01
2.592399999999999949e+01	2.506073759824741742e+01
2.594900000000000162e+01	2.374192113140829363e+01
1.829799999999999827e+01	1.947990147551963958e+01
2.108500000000000085e+01	2.126642711542546138e+01
2.649099999999999966e+01	2.152258318928794978e+01
1.564599999999999902e+01	2.177454066390724208e+01
2.873400000000000176e+01	2.768036843908121725e+01
2.199300000000000210e+01	2.111641318354653052e+01
2.093400000000000105e+01	2.236193707824215338e+01
2.639600000000000080e+01	2.513014217099227920e+01
2.136300000000000310e+01	2.086528074400645849e+01
2.313899999999999935e+01	2.199597326476694192e+01
2.519300000000000139e+01	2.042547092639266992e+01
2.332300000000000040e+01	2.046333889965285735e+01
2.462500000000000000e+01	2.289068378845286134e+01
1.966199999999999903e+01	2.382049190365621172e+01
2.005599999999999739e+01	2.298293272587565994e+01
1.837699999999999889e+01	2.267145972380862418e+01
1.930000000000000071e+01	2.040570808218060961e+01
2.191499999999999915e+01	2.146357840337180534e+01
2.298099999999999810e+01	2.308310039671512470e+01
2.424199999999999733e+01	2.259392576148251663e+01
